TEAM_ABBREVIATION_HOME,TEAM_ABBREVIATION_AWAY,FGM_HOME,FG_PCT_HOME,FG3_PCT_HOME,DREB_HOME,AST_HOME,FGM_AWAY,FG_PCT_AWAY,FG3_PCT_AWAY,DREB_AWAY,LARGEST_LEAD_HOME,LARGEST_LEAD_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
CLE,HOU,44,0.489,0.318,29,15,37,0.5,0.385,23,14,5,1,1,1
MIL,SAS,49,0.57,0.375,35,30,49,0.533,0.476,30,15,11,1,1,1
DAL,BOS,42,0.483,0.39,30,27,41,0.477,0.357,33,16,1,1,1,1
MIN,CHI,42,0.408,0.206,38,22,32,0.395,0.303,34,21,5,2,0,1
WAS,NOP,51,0.567,0.345,40,30,43,0.478,0.355,36,12,7,1,1,1
OKC,DEN,37,0.359,0.231,35,22,39,0.411,0.333,39,4,25,0,4,0
LAL,ORL,37,0.468,0.385,37,22,42,0.452,0.355,36,12,16,0,2,0
BKN,PHI,50,0.568,0.4,33,19,44,0.484,0.414,29,20,2,2,2,0
DET,PHX,43,0.462,0.39,28,30,42,0.512,0.32,32,15,6,2,0,1
POR,LAC,42,0.433,0.211,42,18,38,0.422,0.2,37,15,10,3,1,0
ATL,CHA,50,0.532,0.41,32,34,41,0.446,0.4,32,8,13,1,3,1
SAC,UTA,40,0.471,0.391,29,20,49,0.533,0.333,36,7,28,1,3,0
TOR,MIA,47,0.522,0.314,36,25,39,0.411,0.417,29,26,2,4,0,1
MEM,NYK,38,0.442,0.367,35,27,34,0.374,0.364,42,13,9,1,1,0
GSW,ORL,41,0.488,0.371,36,21,40,0.444,0.467,28,6,18,1,1,1
CHI,SAS,42,0.467,0.424,38,23,45,0.484,0.333,39,8,7,1,1,0
CLE,MIN,36,0.419,0.323,31,24,40,0.465,0.308,31,6,14,0,2,0
UTA,IND,34,0.42,0.258,28,25,49,0.583,0.5,35,2,33,0,2,0
CHA,MIL,38,0.469,0.448,39,21,37,0.411,0.348,38,25,14,1,3,1
WAS,HOU,50,0.562,0.379,29,29,46,0.474,0.375,30,7,17,1,1,1
NOP,BOS,34,0.442,0.375,31,21,48,0.495,0.487,28,2,20,0,2,0
PHX,IND,41,0.446,0.333,33,20,38,0.422,0.423,38,5,13,0,2,0
MIA,ATL,40,0.46,0.342,32,22,38,0.475,0.387,36,7,19,1,3,0
DET,NYK,38,0.475,0.292,41,20,36,0.396,0.333,37,18,8,4,0,1
DEN,LAL,47,0.485,0.36,44,28,34,0.391,0.143,31,32,1,2,1,1
MEM,TOR,43,0.506,0.345,24,27,42,0.609,0.545,27,17,8,0,2,0
PHI,NYK,47,0.54,0.48,42,34,32,0.348,0.207,30,31,0,4,0,1
BKN,UTA,30,0.349,0.367,34,11,39,0.476,0.321,40,11,10,0,2,0
LAC,PHX,40,0.465,0.524,38,21,39,0.438,0.308,27,20,3,4,0,1
HOU,DAL,40,0.46,0.289,23,28,46,0.541,0.5,27,7,26,2,2,0
POR,ORL,37,0.435,0.487,34,24,42,0.519,0.467,34,11,11,2,0,1
MIL,CHI,43,0.494,0.343,40,29,40,0.449,0.297,36,6,12,4,0,1
CHA,ATL,38,0.458,0.2,39,20,32,0.344,0.25,38,19,10,3,1,1
MIN,SAS,50,0.505,0.439,35,33,34,0.391,0.296,34,48,2,1,3,1
OKC,CLE,41,0.477,0.222,42,25,35,0.393,0.391,36,20,11,2,0,1
NOP,WAS,46,0.484,0.306,47,24,41,0.432,0.333,26,24,2,1,1,1
LAL,IND,42,0.488,0.292,39,25,32,0.372,0.435,34,24,3,1,1,1
SAC,LAC,46,0.479,0.292,32,26,50,0.556,0.429,30,1,18,0,4,0
TOR,GSW,47,0.522,0.395,30,25,50,0.485,0.367,29,18,2,2,0,1
PHI,WAS,43,0.439,0.316,41,28,37,0.402,0.286,34,35,4,2,1,1
SAS,HOU,39,0.453,0.357,32,24,49,0.5,0.407,36,2,38,1,3,0
LAL,DAL,42,0.488,0.3,38,23,34,0.395,0.256,37,18,15,3,0,1
PHX,ORL,34,0.405,0.25,31,22,39,0.476,0.296,36,8,16,1,1,0
BKN,MEM,42,0.447,0.364,40,26,50,0.495,0.4,34,10,7,1,1,0
BOS,CLE,49,0.533,0.548,35,30,30,0.39,0.318,27,33,3,4,0,1
MIA,NOP,40,0.43,0.333,33,22,35,0.427,0.214,35,31,1,2,0,1
DET,CHI,41,0.446,0.382,39,24,37,0.43,0.143,33,23,0,4,0,1
POR,DEN,45,0.529,0.273,32,19,40,0.46,0.467,28,1,17,1,3,0
CHA,UTA,47,0.495,0.321,31,19,44,0.543,0.45,35,0,16,0,2,0
OKC,ATL,46,0.523,0.439,39,30,43,0.448,0.306,28,24,3,1,1,1
NYK,MIL,51,0.531,0.588,35,30,46,0.489,0.429,41,7,16,1,3,1
CLE,TOR,34,0.386,0.227,33,14,39,0.488,0.269,36,6,21,1,3,0
HOU,CHI,42,0.5,0.39,41,23,39,0.443,0.25,34,21,2,2,0,1
DET,GSW,43,0.439,0.343,33,22,39,0.459,0.231,36,14,4,1,1,1
SAC,IND,41,0.451,0.448,32,25,43,0.524,0.417,36,7,7,1,1,1
MIN,BOS,37,0.451,0.321,30,19,40,0.471,0.386,33,7,14,0,2,0
WAS,BKN,41,0.519,0.308,36,19,30,0.37,0.242,31,20,6,2,2,1
PHI,MEM,36,0.486,0.364,41,22,33,0.418,0.393,32,12,1,1,1,1
SAS,POR,50,0.602,0.733,29,29,45,0.523,0.414,26,16,7,2,2,1
LAL,PHX,46,0.5,0.407,45,26,37,0.398,0.394,33,33,17,3,1,1
MIA,UTA,36,0.396,0.419,36,20,39,0.438,0.333,40,6,19,1,1,1
DAL,LAC,42,0.442,0.348,47,20,42,0.442,0.375,36,8,9,2,2,1
CHA,NOP,39,0.429,0.278,30,25,44,0.512,0.344,41,4,21,1,1,0
NYK,WAS,37,0.411,0.353,36,20,44,0.478,0.406,30,11,16,1,3,0
BKN,CLE,39,0.394,0.25,33,17,38,0.432,0.267,41,7,13,3,1,0
DET,OKC,31,0.33,0.188,32,16,43,0.506,0.28,46,2,35,0,2,0
ATL,GSW,44,0.489,0.192,26,23,48,0.585,0.542,33,0,24,0,2,0
MIN,HOU,36,0.439,0.5,29,22,32,0.432,0.282,27,14,19,2,1,1
TOR,DEN,40,0.46,0.268,34,28,40,0.449,0.393,34,4,12,0,2,0
NOP,LAC,49,0.533,0.382,25,32,49,0.59,0.4,32,5,18,2,1,0
PHX,SAC,38,0.437,0.279,30,27,45,0.536,0.458,33,0,35,1,3,0
MIA,ORL,38,0.418,0.343,31,19,38,0.442,0.5,32,8,15,1,3,0
UTA,SAS,51,0.607,0.606,37,38,44,0.489,0.318,25,37,2,2,1,1
IND,CHI,35,0.461,0.273,39,22,37,0.394,0.355,32,9,6,4,0,1
DAL,POR,38,0.432,0.367,35,25,38,0.452,0.292,37,19,3,2,2,1
LAL,SAS,42,0.477,0.359,36,21,43,0.448,0.259,38,9,9,1,3,1
BKN,OKC,37,0.43,0.417,35,21,43,0.434,0.342,43,23,4,0,2,0
ORL,DEN,45,0.474,0.408,34,30,45,0.549,0.579,39,6,12,0,2,0
CLE,GSW,39,0.438,0.344,29,17,45,0.529,0.529,37,10,24,0,2,0
MIL,DET,38,0.463,0.341,42,25,35,0.368,0.237,39,28,2,4,0,1
ATL,WAS,41,0.446,0.316,35,28,46,0.484,0.316,37,5,25,2,2,0
MIN,CHA,48,0.539,0.5,40,34,40,0.408,0.364,27,19,15,1,1,1
TOR,PHI,43,0.43,0.276,36,25,40,0.455,0.314,38,15,9,3,1,1
MEM,LAC,37,0.435,0.25,38,18,25,0.338,0.348,36,16,2,1,3,1
NOP,DAL,51,0.554,0.586,41,36,39,0.429,0.304,34,29,7,3,1,1
BOS,NYK,49,0.533,0.342,39,32,36,0.396,0.343,33,28,0,3,1,1
POR,PHX,41,0.482,0.333,43,24,35,0.385,0.185,30,31,2,3,0,1
UTA,HOU,45,0.506,0.25,35,26,34,0.386,0.222,29,37,5,2,2,1
SAS,LAL,46,0.505,0.419,39,27,46,0.46,0.306,33,13,15,3,1,1
CHI,OKC,43,0.524,0.48,34,25,43,0.457,0.357,37,11,10,1,1,1
PHX,MIA,36,0.456,0.412,38,27,42,0.488,0.405,34,3,22,1,1,0
BKN,TOR,43,0.439,0.314,44,22,35,0.393,0.314,35,14,5,1,3,1
ORL,IND,36,0.404,0.242,38,20,44,0.473,0.346,42,3,27,3,1,0
CLE,SAC,43,0.531,0.385,28,20,56,0.571,0.448,25,2,25,0,2,0
DET,PHI,37,0.416,0.25,32,22,44,0.489,0.281,28,15,9,1,3,0
MIL,GSW,36,0.391,0.179,39,18,40,0.449,0.413,37,2,12,1,1,0
CHA,DEN,33,0.384,0.371,35,20,39,0.386,0.229,35,16,5,1,1,1
NOP,MEM,38,0.452,0.241,32,25,39,0.47,0.421,32,8,9,2,2,0
CHI,BOS,31,0.383,0.25,29,16,50,0.538,0.512,41,0,58,1,2,0
NYK,BKN,39,0.47,0.308,31,22,43,0.489,0.5,33,4,19,1,3,0
LAC,MIA,33,0.371,0.241,36,16,40,0.435,0.333,43,4,23,1,1,0
CLE,WAS,47,0.528,0.484,37,26,38,0.442,0.368,25,29,4,2,2,1
POR,MIN,39,0.47,0.303,39,23,40,0.44,0.438,30,10,6,3,1,1
IND,SAC,40,0.435,0.267,37,26,38,0.422,0.281,31,15,12,1,1,1
DAL,HOU,41,0.494,0.4,30,21,39,0.453,0.319,26,8,8,2,2,1
ATL,DEN,40,0.43,0.357,42,33,36,0.371,0.25,37,17,15,1,1,1
MEM,LAL,34,0.405,0.2,27,17,43,0.443,0.4,38,3,29,2,1,0
SAS,UTA,47,0.528,0.357,36,26,37,0.435,0.31,29,21,5,1,2,1
NYK,CHA,44,0.473,0.5,33,28,42,0.483,0.353,36,0,28,1,2,0
DET,NOP,43,0.439,0.31,30,28,42,0.532,0.4,39,1,16,1,1,0
TOR,MIL,39,0.415,0.341,34,24,36,0.414,0.385,36,8,11,1,3,0
PHI,DET,39,0.443,0.405,32,27,41,0.488,0.429,36,21,5,3,1,1
GSW,MIN,39,0.419,0.442,35,25,38,0.458,0.28,33,16,0,3,1,1
LAL,MIA,41,0.456,0.438,34,24,42,0.447,0.324,36,8,7,2,0,1
CHI,SAC,34,0.447,0.286,33,16,40,0.455,0.432,32,14,22,0,2,0
PHX,LAC,47,0.5,0.36,30,31,45,0.529,0.333,32,10,9,0,4,0
BOS,NOP,44,0.489,0.308,37,23,39,0.448,0.308,33,22,2,2,0,1
MIL,CLE,42,0.438,0.417,46,22,36,0.375,0.333,38,29,0,3,1,1
IND,WAS,41,0.539,0.5,43,29,37,0.42,0.333,28,25,4,3,1,1
DAL,ORL,35,0.427,0.286,43,28,32,0.36,0.286,35,28,0,1,1,1
DEN,MEM,39,0.506,0.321,29,22,37,0.5,0.333,28,8,7,2,1,1
OKC,UTA,43,0.506,0.381,31,25,43,0.512,0.276,34,29,0,4,0,1
SAS,PHX,41,0.494,0.619,38,28,33,0.402,0.286,32,25,0,3,1,1
LAC,TOR,38,0.442,0.28,32,25,50,0.521,0.483,33,2,32,0,2,0
HOU,POR,42,0.494,0.31,30,22,38,0.437,0.4,31,17,15,1,2,1
PHI,BKN,50,0.549,0.429,27,31,38,0.514,0.5,30,9,13,2,2,0
GSW,TOR,39,0.476,0.231,35,28,44,0.484,0.321,38,3,26,0,2,0
CLE,NYK,43,0.473,0.294,39,19,41,0.436,0.407,34,22,2,3,0,1
UTA,MIA,40,0.526,0.5,45,29,29,0.377,0.364,28,42,0,1,1,1
IND,MIL,43,0.473,0.4,40,31,38,0.418,0.256,34,21,0,1,3,1
DAL,ATL,35,0.467,0.353,32,22,43,0.462,0.333,28,15,6,1,1,1
SAC,MIN,50,0.581,0.5,29,34,50,0.538,0.409,27,17,4,2,2,1
CHA,DET,35,0.412,0.321,36,21,40,0.465,0.382,39,14,12,4,0,1
WAS,BOS,46,0.505,0.364,33,25,47,0.452,0.289,36,11,7,0,3,0
MEM,POR,34,0.415,0.333,42,19,32,0.368,0.273,40,14,11,2,2,1
NOP,OKC,45,0.464,0.222,39,29,42,0.483,0.302,30,9,4,2,2,1
SAS,LAC,48,0.578,0.455,39,25,30,0.357,0.323,29,38,3,2,2,1
PHX,DAL,37,0.402,0.37,28,20,31,0.397,0.152,39,15,5,2,2,1
ORL,CHI,34,0.415,0.333,34,23,34,0.479,0.556,32,11,6,2,2,1
HOU,LAL,42,0.494,0.441,28,24,43,0.538,0.313,24,15,4,3,1,1
PHI,IND,36,0.409,0.25,32,17,42,0.442,0.4,36,12,14,3,1,0
BKN,WAS,44,0.524,0.355,36,34,49,0.544,0.379,22,16,4,2,2,1
BOS,ATL,46,0.484,0.487,34,28,36,0.419,0.421,28,29,1,4,0,1
CLE,MIL,35,0.402,0.361,37,24,40,0.426,0.293,39,0,17,1,3,0
POR,TOR,48,0.511,0.481,26,29,43,0.551,0.581,31,16,4,1,1,1
SAC,GSW,45,0.469,0.341,35,33,44,0.458,0.375,45,10,16,0,4,0
DEN,OKC,42,0.506,0.324,36,29,37,0.411,0.368,24,12,4,4,0,1
CHA,NYK,48,0.471,0.417,42,38,47,0.48,0.353,37,21,6,2,1,0
MEM,MIA,35,0.422,0.276,24,21,36,0.439,0.385,36,8,11,0,2,0
SAS,CHI,32,0.438,0.333,34,18,37,0.43,0.207,32,21,5,1,1,0
PHX,MIN,41,0.456,0.321,40,30,39,0.406,0.2,30,12,6,1,2,1
ORL,UTA,34,0.472,0.458,44,18,28,0.315,0.241,31,9,11,1,1,1
DET,BOS,39,0.488,0.333,38,25,39,0.415,0.273,32,16,4,1,3,1
CHA,LAL,39,0.424,0.241,29,22,49,0.533,0.412,42,2,36,0,2,0
MEM,HOU,40,0.533,0.217,29,20,35,0.479,0.351,30,0,21,1,3,0
OKC,LAC,42,0.467,0.409,31,26,38,0.507,0.52,38,17,2,2,2,1
BKN,ATL,49,0.557,0.4,29,34,47,0.553,0.483,25,28,2,3,0,1
CLE,PHI,41,0.466,0.4,27,28,51,0.56,0.407,36,10,23,1,2,0
IND,NYK,40,0.46,0.353,34,28,37,0.416,0.313,31,12,5,4,0,1
DAL,SAC,40,0.417,0.257,37,22,46,0.469,0.29,36,7,12,0,3,0
DEN,TOR,36,0.424,0.333,34,21,35,0.398,0.2,38,9,13,2,0,1
WAS,LAL,54,0.509,0.419,36,30,44,0.484,0.306,35,27,2,1,1,1
NOP,MIA,35,0.407,0.361,27,26,38,0.418,0.286,35,2,17,0,2,0
GSW,MEM,37,0.435,0.387,36,23,36,0.456,0.28,39,25,1,3,1,1
SAS,PHI,49,0.563,0.391,41,28,40,0.408,0.297,29,29,9,1,1,1
NYK,PHX,40,0.404,0.257,34,15,48,0.522,0.333,40,9,23,0,2,0
LAC,POR,42,0.506,0.37,29,27,47,0.547,0.5,27,5,18,1,3,0
HOU,UTA,32,0.372,0.324,30,16,32,0.39,0.286,41,18,1,2,2,1
DET,MIL,39,0.443,0.4,35,25,44,0.5,0.36,32,8,15,0,4,0
MIN,SAC,48,0.5,0.37,47,37,38,0.422,0.368,32,36,1,2,2,1
OKC,CHI,43,0.483,0.381,32,24,38,0.447,0.364,28,30,6,1,1,1
BKN,LAL,44,0.484,0.412,36,27,42,0.467,0.325,40,14,5,2,0,1
IND,CLE,37,0.398,0.182,38,21,38,0.418,0.194,39,8,5,3,1,0
ATL,WAS,37,0.468,0.375,36,23,36,0.434,0.325,28,15,4,2,2,1
DEN,DAL,50,0.556,0.414,35,33,40,0.465,0.405,27,10,7,3,0,1
PHI,NYK,47,0.534,0.5,42,31,37,0.43,0.323,31,26,3,4,0,1
CHI,BKN,40,0.44,0.316,30,21,34,0.459,0.32,38,7,3,1,3,0
BOS,PHX,38,0.447,0.385,28,26,41,0.427,0.407,35,12,13,1,1,0
ORL,SAS,34,0.382,0.387,22,19,50,0.649,0.632,41,3,39,1,1,0
HOU,WAS,47,0.553,0.473,33,30,45,0.536,0.333,27,26,6,1,1,1
POR,MEM,35,0.467,0.423,31,16,33,0.423,0.333,25,16,11,2,2,1
UTA,GSW,37,0.398,0.381,42,30,38,0.4,0.323,38,11,6,1,2,1
MIL,NOP,43,0.506,0.394,39,26,43,0.467,0.452,34,12,7,2,0,1
SAC,OKC,39,0.419,0.382,33,28,51,0.5,0.406,48,6,23,3,1,0
MIN,DET,45,0.437,0.273,38,22,46,0.489,0.417,36,14,12,0,2,0
CHA,CLE,47,0.511,0.4,38,24,41,0.482,0.435,31,19,13,3,1,1
TOR,IND,38,0.409,0.233,32,20,38,0.475,0.45,40,3,17,2,1,1
LAC,DAL,47,0.566,0.3,29,26,43,0.467,0.357,29,13,7,2,2,1
MIA,HOU,36,0.387,0.231,41,22,29,0.354,0.333,33,11,16,1,1,1
SAS,MIN,46,0.529,0.576,39,36,33,0.398,0.286,30,30,1,3,1,1
LAL,NOP,43,0.467,0.25,40,28,44,0.431,0.296,39,13,3,3,1,1
CHI,ORL,33,0.44,0.294,41,23,28,0.326,0.242,34,15,6,2,2,1
NYK,ATL,41,0.488,0.296,31,20,43,0.473,0.345,39,15,7,3,1,0
BKN,IND,33,0.458,0.516,30,28,44,0.537,0.423,23,4,15,1,2,0
BOS,MIL,35,0.385,0.294,27,22,41,0.513,0.4,44,9,26,1,2,0
POR,UTA,35,0.402,0.313,29,17,47,0.553,0.516,36,4,30,2,2,0
SAC,MEM,33,0.375,0.366,30,25,37,0.463,0.5,36,5,19,3,1,1
CHA,DET,33,0.44,0.5,32,19,32,0.39,0.235,29,15,2,4,0,1
TOR,CLE,48,0.527,0.29,31,21,39,0.476,0.375,29,16,0,3,1,1
PHI,TOR,46,0.541,0.333,49,33,37,0.389,0.25,33,25,7,1,3,1
GSW,DAL,45,0.459,0.349,39,34,42,0.457,0.359,35,18,9,2,2,1
LAC,DEN,53,0.576,0.5,43,28,41,0.423,0.29,24,27,1,1,3,1
HOU,SAS,37,0.389,0.352,39,22,42,0.477,0.417,38,17,7,3,1,1
MIA,MIL,34,0.382,0.313,46,22,31,0.369,0.209,42,17,2,1,3,1
UTA,OKC,42,0.452,0.324,34,35,42,0.472,0.36,43,13,12,0,4,0
WAS,PHX,56,0.505,0.361,36,40,55,0.478,0.314,31,8,7,2,0,1
GSW,LAC,42,0.452,0.35,31,22,43,0.538,0.783,37,9,11,3,1,1
LAL,MEM,37,0.493,0.333,35,27,42,0.467,0.538,34,6,10,1,2,0
BOS,CHA,43,0.5,0.333,36,30,38,0.432,0.25,28,33,0,2,2,1
BKN,PHX,40,0.471,0.37,35,25,43,0.483,0.176,31,20,2,2,0,1
ORL,MIA,29,0.414,0.357,28,15,43,0.506,0.516,30,2,26,3,1,0
CLE,CHI,38,0.452,0.304,24,11,43,0.551,0.5,36,7,20,1,3,0
DET,ATL,34,0.41,0.345,36,21,36,0.396,0.261,39,2,17,2,1,0
POR,DAL,49,0.471,0.289,46,29,43,0.417,0.353,41,14,7,2,2,1
IND,WAS,43,0.443,0.3,41,24,28,0.368,0.257,31,23,5,3,1,1
SAC,NOP,42,0.42,0.452,38,26,44,0.468,0.231,46,7,19,1,3,1
OKC,MIN,43,0.478,0.36,36,17,41,0.494,0.519,34,12,12,1,3,0
GSW,LAL,38,0.409,0.25,30,28,47,0.553,0.394,43,3,31,3,1,0
NYK,MIL,35,0.361,0.276,42,17,40,0.449,0.188,45,6,19,1,3,0
BOS,PHI,45,0.417,0.341,42,21,38,0.413,0.375,47,11,7,3,1,1
HOU,OKC,44,0.454,0.318,37,18,43,0.439,0.3,34,9,11,1,3,1
UTA,POR,46,0.554,0.448,40,20,35,0.393,0.391,31,23,2,2,2,1
SAS,DEN,42,0.467,0.313,43,29,35,0.389,0.45,36,18,6,2,2,1
CHI,MIN,39,0.411,0.261,33,22,46,0.495,0.344,40,0,31,0,2,0
BKN,CHA,51,0.49,0.404,47,31,47,0.443,0.484,41,10,8,2,2,1
LAC,SAC,48,0.5,0.429,36,23,49,0.471,0.333,31,27,0,4,0,1
ORL,PHX,44,0.458,0.389,31,20,48,0.505,0.542,34,12,12,1,1,0
MIA,TOR,43,0.518,0.414,29,28,37,0.468,0.433,33,17,4,0,4,0
DET,WAS,37,0.463,0.378,35,25,38,0.458,0.273,25,22,6,2,1,1
DAL,NOP,39,0.481,0.343,38,23,42,0.467,0.444,32,4,9,1,3,1
ATL,IND,45,0.506,0.472,30,33,46,0.554,0.481,29,10,11,0,4,0
MEM,CLE,36,0.5,0.227,31,22,33,0.355,0.31,34,17,0,1,1,1
GSW,POR,45,0.425,0.295,45,36,38,0.362,0.325,43,8,10,2,2,0
HOU,BOS,41,0.477,0.4,39,17,38,0.469,0.387,31,17,2,2,0,1
UTA,PHI,33,0.384,0.314,32,19,43,0.5,0.371,38,7,23,0,2,0
MIL,NYK,42,0.452,0.344,46,20,36,0.371,0.419,33,16,10,3,1,1
SAC,LAL,45,0.446,0.345,32,25,45,0.511,0.4,37,12,15,1,3,1
LAL,LAC,36,0.414,0.367,42,23,40,0.44,0.316,46,10,16,2,2,0
PHX,OKC,39,0.433,0.31,27,22,51,0.537,0.35,38,6,17,0,4,0
ORL,TOR,44,0.473,0.346,49,29,28,0.295,0.353,27,31,10,2,2,1
MIA,CLE,48,0.527,0.323,35,29,31,0.383,0.351,33,24,5,4,0,1
IND,DET,53,0.609,0.263,36,33,34,0.374,0.25,28,37,0,3,1,1
DEN,SAS,39,0.459,0.345,36,29,40,0.449,0.296,26,18,2,2,2,1
MIN,ATL,44,0.449,0.344,31,28,47,0.47,0.457,41,9,22,0,2,0
CHA,BKN,41,0.41,0.333,37,19,33,0.398,0.148,39,20,0,2,2,1
WAS,CHI,34,0.4,0.3,32,22,37,0.468,0.364,39,7,10,1,3,0
NOP,DAL,44,0.458,0.174,29,22,37,0.474,0.469,28,3,15,3,1,1
PHX,DEN,49,0.538,0.379,25,29,42,0.553,0.514,30,0,25,1,3,0
LAC,SAS,36,0.439,0.45,33,22,44,0.506,0.261,41,2,24,2,2,0
POR,GSW,39,0.429,0.29,35,18,40,0.5,0.48,37,4,18,2,2,0
UTA,NYK,51,0.548,0.444,45,30,32,0.372,0.469,27,46,0,2,0,1
MIL,BKN,47,0.49,0.412,34,30,38,0.481,0.429,35,26,7,3,1,1
ATL,CLE,43,0.439,0.27,36,27,40,0.471,0.217,34,12,10,2,1,1
WAS,CHA,48,0.516,0.351,33,35,47,0.522,0.419,31,10,8,1,3,1
MEM,BOS,36,0.474,0.269,28,24,40,0.5,0.444,29,19,9,0,2,0
NOP,HOU,41,0.446,0.321,37,25,35,0.432,0.348,31,3,15,2,2,0
LAL,SAC,47,0.48,0.341,38,30,46,0.484,0.382,36,9,11,3,1,1
ORL,DET,40,0.471,0.292,36,21,39,0.424,0.258,34,14,4,1,3,1
MIA,MIN,37,0.411,0.333,35,19,38,0.404,0.333,32,2,13,0,2,0
POR,PHI,49,0.59,0.545,52,28,34,0.354,0.186,27,43,6,2,0,1
DAL,OKC,37,0.457,0.359,40,21,40,0.43,0.237,32,13,9,3,1,1
TOR,CHI,34,0.37,0.273,35,17,33,0.413,0.35,37,9,8,4,0,1
SAS,BOS,45,0.495,0.538,35,27,43,0.489,0.324,31,15,12,2,0,1
PHX,GSW,37,0.435,0.346,31,20,46,0.548,0.5,37,2,30,1,3,0
HOU,MEM,31,0.443,0.439,39,19,38,0.463,0.24,33,24,5,3,1,1
IND,ATL,42,0.5,0.458,31,29,41,0.432,0.406,32,17,7,4,0,1
CHA,ORL,42,0.494,0.458,40,29,38,0.413,0.286,35,35,10,2,2,1
OKC,DAL,46,0.447,0.25,35,22,31,0.419,0.368,44,22,0,1,3,1
NOP,MIN,45,0.517,0.56,33,28,43,0.462,0.321,27,15,7,2,2,1
LAC,PHI,42,0.462,0.2,29,18,42,0.483,0.462,38,0,24,0,2,0
MIL,DET,47,0.595,0.37,38,28,35,0.38,0.364,29,28,2,4,0,1
SAC,POR,44,0.383,0.333,39,24,39,0.433,0.281,46,9,14,1,2,0
DEN,NYK,44,0.463,0.353,37,36,42,0.452,0.407,28,9,10,2,0,1
TOR,UTA,45,0.549,0.35,40,18,42,0.433,0.281,31,12,3,2,0,1
LAL,OKC,37,0.416,0.259,46,24,40,0.381,0.226,47,6,12,1,2,0
CHI,ORL,36,0.419,0.35,27,18,44,0.579,0.423,37,0,30,2,2,0
PHX,PHI,43,0.453,0.324,24,22,40,0.541,0.458,36,2,30,0,2,0
BKN,NOP,47,0.505,0.516,31,27,46,0.529,0.435,31,24,3,1,1,1
BOS,MIN,45,0.592,0.4,30,34,40,0.476,0.304,26,22,0,2,0,1
CLE,MIA,34,0.453,0.419,20,23,44,0.512,0.516,34,7,25,0,4,0
WAS,ATL,43,0.467,0.379,38,29,40,0.421,0.323,37,16,1,2,2,1
CHA,DAL,32,0.356,0.188,34,23,44,0.463,0.4,45,4,47,0,2,0
MEM,DET,36,0.462,0.222,36,21,36,0.434,0.4,35,5,14,0,2,0
GSW,HOU,53,0.52,0.378,38,33,45,0.455,0.389,35,20,3,1,3,0
SAS,TOR,47,0.553,0.481,36,32,39,0.448,0.2,30,28,2,1,1,1
SAC,DEN,45,0.5,0.419,26,25,41,0.461,0.359,38,15,10,0,3,0
LAL,NYK,43,0.439,0.297,43,23,37,0.374,0.297,43,6,17,0,2,0
CHI,IND,47,0.516,0.429,32,30,49,0.527,0.321,31,15,6,0,4,0
PHX,LAC,41,0.532,0.474,18,24,43,0.512,0.417,27,3,30,0,4,0
BOS,DAL,42,0.438,0.467,39,35,34,0.386,0.25,38,23,0,1,1,1
CLE,UTA,32,0.39,0.524,32,14,42,0.512,0.4,39,9,34,0,2,0
MIA,WAS,44,0.484,0.31,37,28,42,0.429,0.278,31,11,3,3,1,1
POR,OKC,41,0.432,0.29,39,30,40,0.426,0.32,38,11,10,0,4,0
MIL,ATL,55,0.55,0.35,42,36,37,0.435,0.341,26,46,0,3,1,1
MIN,ORL,47,0.516,0.346,44,29,42,0.477,0.333,30,21,19,1,1,1
MEM,BKN,42,0.452,0.208,32,23,36,0.456,0.382,37,9,12,1,1,0
PHI,DAL,39,0.47,0.231,41,31,38,0.432,0.29,40,19,4,1,1,1
SAS,MEM,36,0.493,0.318,40,26,31,0.378,0.393,34,24,7,2,2,1
CLE,NOP,36,0.409,0.364,24,22,47,0.58,0.519,34,4,39,0,2,0
DET,UTA,39,0.476,0.44,39,18,39,0.476,0.333,35,18,11,0,2,0
POR,HOU,43,0.457,0.321,30,27,39,0.464,0.342,30,16,4,2,1,1
MIL,TOR,40,0.494,0.378,34,29,42,0.512,0.452,34,10,13,3,1,0
SAC,GSW,46,0.474,0.556,29,34,47,0.505,0.447,35,9,16,0,4,0
DEN,CHA,47,0.461,0.359,29,30,39,0.476,0.379,35,15,3,1,1,1
CHI,BKN,41,0.466,0.389,33,20,42,0.506,0.348,32,2,19,1,3,0
PHX,CHA,43,0.518,0.4,33,23,44,0.484,0.28,32,6,8,0,2,0
LAC,ORL,40,0.43,0.364,42,20,33,0.371,0.29,41,18,15,2,0,1
ATL,MIA,43,0.473,0.417,45,25,31,0.356,0.147,29,30,3,3,1,1
MIN,LAL,41,0.461,0.344,42,24,32,0.368,0.227,36,28,1,3,1,1
TOR,IND,44,0.518,0.515,33,30,43,0.457,0.235,32,17,4,2,1,1
OKC,WAS,38,0.432,0.4,34,22,44,0.436,0.27,39,11,23,1,1,0
BOS,BKN,47,0.505,0.375,37,37,32,0.405,0.262,38,24,8,2,2,1
HOU,DEN,38,0.5,0.468,30,28,44,0.473,0.241,32,18,5,3,1,1
DET,SAS,42,0.494,0.281,28,22,43,0.544,0.35,29,12,18,0,2,0
POR,NYK,40,0.471,0.355,39,25,36,0.404,0.304,34,18,6,2,0,1
