TEAM_ABBREVIATION_HOME,TEAM_ABBREVIATION_AWAY,FGM_HOME,FG_PCT_HOME,FG3_PCT_HOME,DREB_HOME,AST_HOME,FGM_AWAY,FG_PCT_AWAY,FG3_PCT_AWAY,DREB_AWAY,LARGEST_LEAD_HOME,LARGEST_LEAD_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
GSW,NYK,45,0.469,0.281,42,41,38,0.409,0.238,35,25,2,2,0,1
PHX,SAS,34,0.4,0.37,24,15,39,0.527,0.313,41,7,19,1,2,0
MIL,CHI,45,0.474,0.55,29,32,35,0.473,0.25,35,27,0,3,1,1
DEN,POR,43,0.512,0.484,31,27,41,0.466,0.348,26,25,0,1,3,1
NOP,IND,36,0.424,0.37,44,23,36,0.414,0.143,39,10,8,1,1,1
PHI,LAL,32,0.364,0.194,32,22,36,0.456,0.3,38,0,22,1,1,0
CHI,MIL,28,0.304,0.238,31,17,38,0.463,0.4,42,2,30,1,3,0
BOS,CHA,34,0.436,0.321,41,26,32,0.33,0.267,37,13,12,4,0,1
ORL,BKN,39,0.402,0.241,36,22,39,0.47,0.407,39,9,9,2,1,1
HOU,NOP,42,0.447,0.393,44,27,40,0.408,0.333,34,24,4,3,1,1
MIA,LAC,38,0.409,0.222,37,20,36,0.434,0.28,43,4,16,0,2,0
UTA,DAL,37,0.569,0.364,33,18,35,0.455,0.429,20,15,3,3,1,1
WAS,DET,44,0.571,0.48,33,30,42,0.488,0.357,30,24,5,2,1,1
TOR,ATL,47,0.547,0.476,20,20,46,0.535,0.44,29,2,19,1,2,0
MEM,SAC,29,0.377,0.2,34,19,31,0.388,0.292,32,2,15,2,2,0
GSW,POR,51,0.586,0.5,47,36,34,0.395,0.286,24,46,0,4,0,1
CLE,LAL,46,0.517,0.455,33,30,41,0.477,0.432,31,12,8,2,0,1
DET,IND,32,0.381,0.333,30,22,40,0.482,0.316,42,9,21,0,4,0
ATL,CHA,40,0.465,0.385,38,26,43,0.489,0.444,36,8,16,1,3,0
DEN,NYK,50,0.556,0.37,30,26,35,0.438,0.348,26,21,0,2,0,1
MIN,HOU,41,0.446,0.333,42,29,39,0.406,0.333,37,17,6,1,3,0
OKC,PHX,41,0.506,0.438,32,28,39,0.433,0.364,27,22,2,2,2,1
PHI,BKN,38,0.432,0.429,34,23,36,0.444,0.353,36,8,9,3,1,1
SAS,NOP,42,0.488,0.5,37,31,41,0.461,0.385,29,24,3,3,1,1
ORL,TOR,34,0.41,0.143,32,13,43,0.494,0.259,37,11,35,2,2,0
MIA,BOS,36,0.522,0.375,35,23,41,0.456,0.321,26,3,22,0,4,0
DAL,SAC,34,0.442,0.394,38,20,30,0.395,0.258,36,20,0,1,2,1
WAS,LAC,43,0.531,0.526,24,24,43,0.494,0.292,28,8,11,1,1,1
MEM,UTA,28,0.301,0.087,29,12,30,0.455,0.296,37,4,12,3,1,0
CHI,DET,49,0.598,0.5,37,34,34,0.41,0.13,22,38,0,2,2,1
IND,WAS,41,0.471,0.333,32,18,38,0.432,0.242,35,9,11,1,3,1
DEN,DAL,45,0.563,0.52,34,32,43,0.538,0.56,25,13,16,3,1,1
MIN,PHX,42,0.488,0.368,30,26,37,0.451,0.429,26,14,6,3,0,1
OKC,ATL,39,0.448,0.286,29,13,41,0.547,0.391,30,8,10,1,1,0
PHI,NOP,33,0.402,0.333,37,18,40,0.43,0.588,40,10,18,1,1,0
GSW,UTA,40,0.444,0.391,41,24,27,0.355,0.3,34,37,1,2,1,1
NYK,IND,44,0.5,0.565,41,24,39,0.429,0.261,33,9,15,3,1,1
LAC,DEN,47,0.547,0.444,32,32,39,0.433,0.282,31,29,0,1,3,1
HOU,SAS,35,0.38,0.158,31,22,36,0.468,0.522,33,13,10,1,3,0
MIA,ORL,50,0.463,0.4,39,22,52,0.495,0.5,41,12,8,1,3,0
MIL,CLE,40,0.46,0.259,40,22,37,0.407,0.425,34,4,18,1,3,0
SAC,POR,40,0.556,0.435,27,20,44,0.512,0.143,26,7,12,1,2,1
CHA,LAL,43,0.457,0.44,28,30,44,0.489,0.485,30,5,19,2,0,1
TOR,BKN,42,0.462,0.444,36,19,36,0.396,0.286,38,23,0,4,0,1
MEM,BOS,38,0.404,0.4,35,23,33,0.407,0.324,33,17,6,0,2,0
CHI,WAS,38,0.4,0.286,32,25,43,0.524,0.167,38,13,10,1,3,0
PHX,HOU,44,0.473,0.36,30,20,46,0.535,0.474,28,2,20,0,4,0
CLE,MIL,43,0.494,0.556,33,30,36,0.468,0.409,33,21,2,3,1,1
DET,MEM,26,0.361,0.261,36,17,35,0.427,0.4,31,3,18,1,1,0
POR,DAL,32,0.444,0.37,34,15,35,0.422,0.226,28,2,25,2,2,0
UTA,SAC,33,0.446,0.333,36,19,34,0.459,0.476,33,20,4,3,1,0
ATL,MIN,34,0.415,0.269,27,19,35,0.422,0.31,37,5,11,0,2,0
NOP,OKC,42,0.477,0.4,27,25,45,0.511,0.393,36,3,16,0,4,0
NYK,ORL,41,0.427,0.45,34,26,39,0.433,0.185,31,18,1,3,1,1
BKN,GSW,38,0.442,0.371,39,22,47,0.452,0.324,40,16,18,0,2,0
LAC,SAS,39,0.47,0.393,34,18,37,0.402,0.316,37,14,6,3,1,1
MIA,LAL,45,0.536,0.5,37,25,40,0.444,0.368,31,8,19,1,1,1
IND,BOS,35,0.427,0.304,42,20,38,0.413,0.256,35,9,17,0,3,0
PHX,PHI,42,0.532,0.462,32,25,42,0.506,0.419,20,14,14,1,1,1
BOS,OKC,41,0.441,0.321,29,29,41,0.513,0.423,34,11,10,0,2,0
LAC,DAL,34,0.459,0.448,35,17,37,0.425,0.241,28,8,5,2,2,0
ORL,LAL,45,0.506,0.407,40,25,31,0.356,0.348,34,25,0,1,1,1
CLE,BKN,45,0.455,0.229,40,28,38,0.447,0.267,37,46,0,3,0,1
DET,GSW,43,0.506,0.345,31,22,43,0.558,0.407,37,6,8,0,2,0
UTA,TOR,35,0.443,0.37,31,21,43,0.531,0.381,31,5,11,0,2,0
POR,SAS,35,0.443,0.4,23,21,39,0.5,0.6,32,5,21,2,2,0
MIL,WAS,45,0.563,0.36,33,29,37,0.468,0.292,25,31,3,1,3,1
DEN,ATL,37,0.474,0.32,39,27,37,0.43,0.32,31,10,4,0,2,0
MIN,SAC,36,0.456,0.375,30,18,42,0.525,0.517,28,9,6,1,3,0
CHA,CHI,37,0.44,0.278,36,25,38,0.396,0.318,35,14,8,1,2,1
MEM,HOU,41,0.506,0.52,29,23,38,0.427,0.385,30,15,9,2,2,1
NOP,MIA,33,0.371,0.393,40,17,36,0.414,0.4,48,5,14,1,1,1
SAS,CHI,48,0.565,0.5,32,30,39,0.453,0.389,24,20,3,1,1,1
LAL,LAC,40,0.476,0.32,35,18,37,0.435,0.345,32,18,11,1,3,1
NYK,BOS,41,0.471,0.348,32,11,45,0.484,0.389,27,6,13,1,3,0
CLE,GSW,37,0.389,0.343,26,20,37,0.481,0.3,37,2,14,1,1,1
OKC,MIN,42,0.512,0.333,33,26,39,0.47,0.333,25,20,7,3,1,1
CHI,IND,32,0.386,0.24,32,17,34,0.42,0.36,31,16,2,2,2,1
BKN,CHA,40,0.533,0.484,35,26,44,0.468,0.308,32,6,14,1,3,1
LAC,DEN,39,0.464,0.36,34,22,36,0.439,0.355,40,7,17,1,3,0
ORL,MEM,44,0.512,0.5,35,23,35,0.461,0.4,32,29,0,1,1,1
HOU,PHX,46,0.5,0.349,37,28,43,0.426,0.233,37,34,0,4,0,1
DET,CLE,41,0.446,0.571,35,25,30,0.38,0.393,37,21,0,2,2,1
POR,TOR,35,0.422,0.348,43,22,32,0.337,0.353,38,6,6,0,2,0
SAC,PHI,39,0.448,0.28,29,24,39,0.494,0.36,30,11,8,1,1,1
MIN,ATL,37,0.451,0.484,29,26,35,0.422,0.25,29,29,5,2,0,1
WAS,MIL,40,0.506,0.414,33,29,40,0.46,0.3,30,6,10,3,1,1
NOP,DAL,37,0.529,0.48,36,24,37,0.493,0.406,28,11,4,2,2,1
LAL,UTA,39,0.47,0.25,25,19,38,0.507,0.346,25,6,7,0,4,0
BOS,MEM,41,0.482,0.387,33,30,37,0.42,0.3,24,13,2,2,0,1
MIA,OKC,36,0.439,0.318,23,14,42,0.512,0.263,32,4,22,0,2,0
DAL,HOU,36,0.414,0.395,26,22,41,0.526,0.531,37,3,29,0,4,0
GSW,TOR,46,0.568,0.609,42,33,40,0.388,0.371,26,25,0,2,0,1
SAS,PHX,47,0.54,0.294,30,20,36,0.486,0.438,26,22,10,2,1,1
CHI,BKN,35,0.398,0.231,37,20,37,0.43,0.406,28,3,9,3,1,1
ORL,CHA,42,0.488,0.265,24,25,46,0.548,0.417,36,2,33,0,4,0
DET,MIL,39,0.443,0.25,33,28,48,0.571,0.5,35,3,26,1,3,0
POR,SAC,35,0.473,0.48,40,19,31,0.392,0.321,33,20,2,2,1,1
ATL,NYK,37,0.366,0.259,38,19,35,0.376,0.259,41,6,8,3,1,1
DEN,MIN,42,0.519,0.357,30,29,42,0.447,0.28,27,11,13,2,2,1
WAS,IND,38,0.487,0.364,39,21,35,0.443,0.393,29,13,7,3,1,1
NOP,LAC,40,0.46,0.345,37,23,37,0.394,0.297,42,10,9,1,2,1
LAL,DAL,32,0.471,0.368,27,15,38,0.494,0.452,32,11,16,0,4,0
PHX,TOR,37,0.446,0.429,35,20,30,0.4,0.259,34,14,2,2,0,1
CLE,BOS,43,0.518,0.368,33,29,43,0.506,0.324,23,20,6,3,1,1
UTA,PHI,35,0.479,0.577,34,21,35,0.402,0.25,28,17,5,2,0,1
CHA,MIA,36,0.387,0.192,43,18,33,0.402,0.357,42,9,7,2,2,1
MEM,OKC,43,0.524,0.591,28,24,25,0.338,0.182,25,37,1,1,3,1
GSW,DAL,42,0.5,0.333,39,31,39,0.419,0.25,29,25,5,3,0,1
SAS,POR,39,0.5,0.5,37,22,35,0.455,0.3,23,20,13,2,2,1
BOS,MIA,38,0.514,0.531,25,28,48,0.533,0.393,30,8,7,4,0,1
HOU,LAC,45,0.556,0.35,36,29,45,0.469,0.394,27,26,2,2,1,1
IND,CHI,39,0.481,0.368,34,26,35,0.417,0.261,32,14,0,2,2,1
ATL,DET,39,0.443,0.308,32,29,35,0.417,0.29,29,17,3,1,2,1
MIN,MIL,43,0.558,0.52,26,30,40,0.541,0.444,22,19,0,1,1,1
DEN,PHI,39,0.464,0.407,34,29,38,0.437,0.485,29,3,10,1,1,0
WAS,BKN,47,0.566,0.5,36,28,32,0.432,0.4,26,23,5,4,0,1
NOP,NYK,38,0.447,0.414,40,22,35,0.376,0.304,40,16,3,2,0,1
CHI,MIL,33,0.398,0.37,23,23,43,0.566,0.6,34,10,20,1,3,0
HOU,NYK,42,0.457,0.382,36,30,47,0.448,0.313,35,19,11,2,0,1
UTA,PHX,35,0.479,0.4,40,17,36,0.414,0.412,32,9,3,3,0,1
SAC,MEM,31,0.431,0.393,28,17,44,0.506,0.486,28,5,22,2,2,0
CHA,CLE,40,0.513,0.375,29,24,43,0.506,0.452,27,2,19,0,4,0
OKC,LAC,37,0.474,0.345,36,25,31,0.413,0.267,31,35,3,2,2,1
LAL,TOR,37,0.402,0.469,27,19,42,0.56,0.588,35,12,19,0,2,0
MIA,DET,35,0.455,0.538,31,25,42,0.488,0.409,38,14,11,2,2,0
IND,ORL,43,0.5,0.409,38,28,42,0.433,0.263,32,20,4,4,0,1
ATL,SAS,42,0.457,0.5,35,25,42,0.467,0.333,38,9,10,1,1,1
MIN,POR,35,0.402,0.304,34,21,36,0.493,0.273,37,14,8,1,3,0
GSW,DEN,50,0.526,0.44,31,33,48,0.475,0.257,32,15,5,2,1,1
CHI,CHA,42,0.467,0.304,30,23,41,0.494,0.474,27,7,8,2,1,1
NYK,ORL,39,0.47,0.381,30,18,45,0.495,0.484,26,1,18,3,1,0
BKN,UTA,33,0.423,0.222,36,13,39,0.419,0.292,34,9,13,0,2,0
LAC,PHX,37,0.463,0.438,39,17,39,0.382,0.133,29,19,0,4,0,1
CLE,NOP,34,0.378,0.194,45,16,32,0.364,0.423,37,8,10,1,1,1
HOU,WAS,37,0.43,0.308,34,25,38,0.437,0.231,38,10,15,2,0,1
MIL,OKC,38,0.481,0.368,32,21,36,0.462,0.333,32,7,15,1,1,1
PHI,MIN,33,0.388,0.219,36,19,33,0.402,0.292,38,26,2,1,1,1
SAS,TOR,43,0.551,0.542,37,32,31,0.373,0.222,29,34,2,2,0,1
LAL,MEM,42,0.512,0.515,34,34,30,0.39,0.323,34,19,4,2,1,1
PHX,MIA,36,0.468,0.391,36,21,36,0.396,0.261,28,19,9,1,1,1
BOS,UTA,41,0.554,0.548,28,31,38,0.463,0.423,27,17,1,2,0,1
DET,IND,48,0.495,0.345,26,31,43,0.581,0.563,28,3,15,0,4,0
DAL,WAS,37,0.474,0.531,40,20,41,0.446,0.367,33,11,9,2,0,1
DEN,SAC,41,0.5,0.474,28,29,46,0.523,0.379,28,6,16,2,2,0
GSW,POR,44,0.506,0.361,31,31,40,0.449,0.462,33,13,8,4,0,1
NYK,MIL,42,0.447,0.464,31,26,37,0.474,0.321,35,16,4,1,2,0
LAC,MEM,37,0.507,0.391,37,23,38,0.432,0.393,31,10,13,3,1,1
ORL,ATL,37,0.43,0.321,30,19,44,0.543,0.526,36,5,20,2,2,0
CLE,CHI,34,0.41,0.32,28,13,41,0.482,0.433,31,13,17,0,4,0
SAC,MIA,40,0.513,0.4,22,26,35,0.486,0.429,32,5,19,0,2,0
CHA,OKC,37,0.463,0.375,33,25,42,0.438,0.3,37,11,5,2,0,1
HOU,OKC,41,0.477,0.385,34,27,41,0.451,0.4,38,18,14,3,1,1
DET,CHA,39,0.402,0.357,40,24,37,0.407,0.385,41,19,0,3,1,1
POR,LAL,43,0.531,0.364,39,29,36,0.419,0.323,30,9,14,4,0,1
IND,BKN,48,0.516,0.455,37,23,41,0.456,0.447,37,22,2,3,1,1
DAL,PHX,36,0.456,0.31,24,18,38,0.447,0.412,35,5,9,1,3,0
DEN,SAS,39,0.453,0.28,27,25,51,0.567,0.5,34,6,31,0,3,0
TOR,UTA,36,0.396,0.381,24,14,34,0.466,0.35,34,8,11,2,0,1
NOP,ATL,34,0.366,0.429,37,19,38,0.422,0.391,43,12,7,1,1,0
GSW,MEM,41,0.494,0.267,37,23,50,0.485,0.394,33,24,9,2,2,0
LAL,MIA,48,0.5,0.357,44,22,38,0.413,0.25,30,27,1,1,1,1
BKN,CLE,41,0.451,0.3,42,21,38,0.432,0.273,41,4,24,0,3,0
BOS,PHI,35,0.402,0.475,30,28,37,0.468,0.321,37,6,14,3,1,1
ORL,HOU,38,0.418,0.348,30,18,39,0.453,0.306,33,10,8,0,2,0
MIL,NYK,39,0.5,0.545,29,24,41,0.494,0.565,29,18,9,2,1,0
SAC,LAC,36,0.414,0.3,38,23,39,0.464,0.419,37,14,14,1,3,0
WAS,MIN,46,0.582,0.545,28,31,42,0.477,0.389,26,14,5,1,1,1
SAS,CHA,36,0.404,0.382,34,29,30,0.4,0.19,40,22,5,2,0,1
CHI,TOR,38,0.392,0.393,43,25,37,0.435,0.258,35,5,19,2,1,1
BOS,NOP,40,0.43,0.5,32,26,40,0.471,0.323,33,20,10,1,1,1
IND,NYK,43,0.5,0.458,41,25,40,0.46,0.387,26,29,3,1,3,1
DAL,ATL,32,0.39,0.25,35,18,30,0.405,0.5,41,8,15,0,2,0
MIN,UTA,35,0.438,0.35,34,23,32,0.416,0.348,29,13,5,1,3,0
OKC,DEN,43,0.483,0.333,43,23,40,0.404,0.375,38,18,6,3,1,1
LAL,ORL,42,0.483,0.25,41,23,34,0.378,0.269,36,18,2,1,1,1
PHX,CLE,46,0.529,0.333,23,23,44,0.537,0.441,25,5,22,0,2,0
BKN,PHI,36,0.462,0.37,36,21,37,0.394,0.296,40,11,14,1,3,0
LAC,MIA,36,0.419,0.3,42,27,31,0.369,0.259,39,24,3,2,0,1
POR,DET,51,0.52,0.429,35,36,54,0.514,0.32,35,10,8,0,2,0
MIL,WAS,37,0.463,0.391,27,25,41,0.488,0.313,36,12,9,1,3,0
SAC,GSW,36,0.486,0.393,30,21,45,0.506,0.345,33,16,17,1,3,0
TOR,HOU,42,0.538,0.44,35,19,46,0.517,0.289,29,13,12,1,1,0
MEM,UTA,34,0.436,0.375,32,19,28,0.389,0.391,32,17,1,3,1,1
CHI,OKC,34,0.41,0.368,29,18,47,0.566,0.292,36,2,25,1,1,0
NYK,NOP,36,0.424,0.379,33,17,41,0.488,0.444,31,7,29,0,2,0
MIN,DAL,40,0.563,0.375,33,30,36,0.462,0.464,20,21,2,2,1,1
GSW,MIA,39,0.453,0.407,43,28,38,0.422,0.2,40,17,10,1,1,1
SAS,MIL,42,0.477,0.4,28,22,44,0.524,0.526,27,13,4,1,1,0
LAL,POR,32,0.386,0.375,29,18,43,0.506,0.333,41,8,23,0,4,0
BKN,ATL,35,0.402,0.345,34,22,44,0.478,0.304,38,0,27,2,2,0
HOU,CHA,40,0.488,0.436,38,25,44,0.478,0.442,38,23,1,2,0,1
UTA,CLE,38,0.481,0.382,35,22,31,0.365,0.29,29,16,6,1,1,1
SAC,DET,32,0.438,0.565,33,21,36,0.439,0.444,27,6,18,2,0,1
WAS,CHI,42,0.506,0.5,35,24,35,0.398,0.37,32,7,18,3,1,1
TOR,BOS,41,0.471,0.455,33,17,40,0.471,0.333,27,8,16,3,1,1
PHI,NYK,37,0.389,0.25,29,27,42,0.488,0.182,32,6,17,2,2,1
BOS,WAS,43,0.506,0.415,35,20,45,0.429,0.385,28,12,10,2,2,1
LAC,ORL,39,0.513,0.346,40,23,39,0.424,0.222,29,9,7,2,0,1
POR,CLE,40,0.43,0.333,38,29,28,0.341,0.3,35,24,3,1,1,1
MIN,HOU,44,0.543,0.348,40,31,36,0.414,0.357,25,21,3,1,3,1
OKC,MEM,36,0.444,0.308,42,21,38,0.413,0.292,26,12,0,3,1,1
GSW,DET,50,0.562,0.517,31,39,43,0.489,0.214,31,26,3,2,0,1
SAS,LAL,49,0.605,0.476,39,32,35,0.412,0.3,20,42,0,3,1,1
NYK,CHI,44,0.478,0.304,31,21,35,0.393,0.167,29,15,3,3,0,1
PHX,DAL,38,0.487,0.556,34,15,43,0.483,0.441,24,3,13,3,1,0
BKN,NOP,40,0.412,0.214,43,22,38,0.422,0.344,41,8,9,1,1,0
DEN,IND,52,0.578,0.469,35,37,44,0.468,0.414,22,34,1,2,0,1
PHI,CHA,36,0.474,0.368,28,26,28,0.329,0.261,25,13,0,2,1,1
HOU,MEM,33,0.402,0.244,21,19,41,0.539,0.37,37,16,7,2,2,0
POR,ORL,39,0.402,0.294,31,19,41,0.494,0.556,36,5,17,1,1,0
UTA,DET,43,0.538,0.516,40,22,30,0.395,0.353,32,33,7,2,0,1
MIL,MIA,40,0.5,0.6,33,28,41,0.494,0.375,23,22,0,1,3,1
ATL,BOS,36,0.429,0.367,31,22,36,0.434,0.386,34,4,20,2,1,0
SAC,CLE,42,0.525,0.36,31,23,44,0.506,0.405,29,3,24,1,1,0
MIN,OKC,39,0.453,0.278,33,21,33,0.388,0.15,31,14,6,1,3,1
TOR,BKN,52,0.536,0.393,36,21,40,0.465,0.472,31,22,6,4,0,1
CHI,NOP,43,0.426,0.4,42,22,39,0.464,0.304,36,15,2,2,0,1
PHX,SAS,39,0.459,0.381,30,18,36,0.507,0.45,27,8,11,1,2,1
LAC,LAL,48,0.522,0.357,35,28,36,0.45,0.476,34,22,0,3,1,1
UTA,ORL,41,0.494,0.269,35,28,38,0.463,0.353,33,9,15,2,0,1
WAS,PHI,44,0.484,0.471,38,18,36,0.414,0.323,34,24,13,1,2,1
LAL,DET,36,0.434,0.231,41,19,41,0.432,0.36,36,14,5,0,2,0
BKN,HOU,41,0.441,0.341,29,29,46,0.5,0.477,39,2,31,0,2,0
DAL,MIN,36,0.468,0.414,35,21,35,0.438,0.238,34,17,6,1,2,1
ATL,MIL,42,0.525,0.5,23,29,39,0.494,0.316,23,15,11,3,1,1
SAC,OKC,37,0.457,0.36,30,24,40,0.444,0.321,27,5,17,1,2,0
TOR,NYK,44,0.494,0.364,32,21,35,0.417,0.414,30,38,3,4,0,1
MEM,CHI,40,0.421,0.344,37,24,40,0.513,0.235,41,7,8,1,1,0
GSW,CLE,46,0.505,0.441,47,37,31,0.352,0.265,28,39,0,1,1,1
NYK,ATL,42,0.494,0.308,38,21,40,0.46,0.375,28,6,8,1,3,0
PHX,UTA,40,0.494,0.227,33,13,41,0.461,0.348,32,10,8,0,3,0
BOS,CHA,42,0.5,0.385,36,29,38,0.442,0.32,32,13,3,4,0,1
LAC,OKC,45,0.549,0.429,37,27,36,0.424,0.333,27,27,2,2,2,1
MIL,PHI,42,0.472,0.357,28,23,35,0.449,0.378,38,10,15,2,2,0
IND,NOP,41,0.506,0.263,40,26,36,0.434,0.4,30,16,2,1,1,1
DEN,ORL,52,0.584,0.333,30,33,45,0.511,0.32,27,22,2,2,0,1
WAS,POR,42,0.488,0.565,39,26,37,0.42,0.308,31,30,0,2,0,1
SAS,MIN,43,0.512,0.444,28,27,36,0.493,0.462,33,14,8,4,0,1
LAL,DEN,47,0.435,0.367,23,28,50,0.568,0.423,32,2,19,1,2,0
CHI,DAL,37,0.451,0.429,32,23,37,0.474,0.393,30,7,13,0,2,0
BKN,TOR,40,0.449,0.269,30,20,48,0.522,0.526,34,6,17,0,4,0
MIA,HOU,42,0.467,0.31,41,21,36,0.4,0.231,38,14,7,2,0,1
PHI,TOR,31,0.449,0.333,41,20,34,0.395,0.25,31,10,4,1,3,1
GSW,OKC,46,0.541,0.476,35,35,38,0.422,0.286,23,25,7,4,0,1
BOS,NYK,35,0.385,0.273,24,25,46,0.505,0.4,39,9,14,3,1,0
HOU,MIL,43,0.453,0.318,33,25,37,0.398,0.25,35,22,8,1,1,1
DET,ATL,45,0.495,0.4,42,27,30,0.385,0.24,24,30,0,2,1,1
SAC,IND,35,0.486,0.429,26,28,39,0.52,0.333,24,22,6,0,2,0
CHA,POR,41,0.471,0.423,43,28,33,0.351,0.258,35,25,7,1,1,1
WAS,MEM,36,0.45,0.276,33,27,33,0.398,0.32,28,19,0,1,1,1
NOP,ORL,46,0.495,0.417,39,28,39,0.443,0.344,43,28,5,1,1,1
SAS,DEN,44,0.512,0.409,37,28,37,0.407,0.323,32,17,4,3,0,1
NYK,WAS,42,0.467,0.292,27,20,44,0.5,0.406,30,3,16,0,4,0
LAC,MIN,42,0.483,0.182,27,24,40,0.476,0.313,30,12,7,1,2,0
CLE,PHX,43,0.506,0.452,32,29,37,0.435,0.211,31,22,2,2,0,1
MIA,DAL,35,0.479,0.45,34,16,37,0.451,0.389,28,9,10,1,1,1
PHI,POR,36,0.391,0.414,40,25,33,0.371,0.316,34,3,14,1,1,1
LAL,IND,41,0.471,0.424,35,27,34,0.425,0.391,29,20,5,1,1,1
ORL,MIL,40,0.46,0.286,39,25,34,0.41,0.4,30,19,10,1,2,1
HOU,GSW,43,0.448,0.2,28,26,47,0.528,0.395,33,4,24,1,3,0
DAL,UTA,39,0.448,0.348,34,21,38,0.458,0.348,38,3,9,1,3,0
ATL,CHI,39,0.476,0.409,30,23,34,0.42,0.25,29,34,2,3,1,1
CHA,TOR,40,0.5,0.48,40,24,29,0.337,0.233,25,37,2,2,2,1
MEM,SAC,38,0.458,0.393,43,21,31,0.408,0.207,30,22,9,2,2,1
NOP,BKN,43,0.41,0.324,29,21,48,0.578,0.5,43,9,33,1,1,0
CHI,SAC,34,0.41,0.353,34,22,37,0.44,0.346,31,9,7,2,0,1
NYK,PHX,40,0.449,0.524,31,20,37,0.435,0.375,30,5,12,0,2,0
BOS,POR,42,0.457,0.371,33,26,43,0.467,0.4,28,11,6,1,1,0
CLE,SAS,45,0.495,0.382,36,25,48,0.5,0.385,36,11,9,0,2,0
MIA,MIL,41,0.532,0.433,34,18,33,0.418,0.333,29,15,6,3,1,1
DET,WAS,43,0.494,0.393,36,25,39,0.429,0.308,34,16,9,1,2,1
UTA,IND,39,0.464,0.25,32,24,39,0.506,0.5,32,18,0,1,1,1
ATL,PHI,45,0.495,0.35,36,24,33,0.423,0.414,32,18,7,4,0,1
DEN,LAC,46,0.529,0.417,35,30,40,0.417,0.313,25,35,0,3,1,1
CHA,BKN,39,0.476,0.467,40,26,38,0.432,0.415,36,17,4,3,1,1
MEM,HOU,33,0.371,0.265,27,19,41,0.513,0.381,40,5,26,2,2,0
ORL,GSW,42,0.438,0.25,29,25,42,0.472,0.452,39,11,28,0,2,0
DAL,LAL,43,0.494,0.436,36,27,28,0.384,0.143,27,53,2,4,0,1
MIN,DEN,45,0.529,0.4,28,29,42,0.512,0.292,29,6,9,2,2,1
TOR,PHX,33,0.398,0.259,28,19,40,0.506,0.409,38,9,15,0,2,0
BKN,SAS,32,0.395,0.2,33,14,45,0.474,0.409,37,9,34,0,2,0
MIA,GSW,38,0.442,0.433,34,20,41,0.466,0.267,36,10,6,1,1,1
DET,SAC,41,0.5,0.357,32,27,40,0.488,0.429,33,11,11,0,2,0
UTA,OKC,36,0.429,0.238,34,16,36,0.434,0.3,37,9,9,1,3,0
MIL,HOU,47,0.588,0.478,30,31,39,0.506,0.4,23,15,4,1,1,1
IND,NYK,38,0.442,0.269,30,18,35,0.461,0.364,37,14,17,1,3,0
ATL,LAC,37,0.42,0.31,32,28,42,0.5,0.583,36,3,24,0,2,0
CHA,WAS,35,0.389,0.25,31,24,43,0.538,0.4,42,4,16,1,3,0
NOP,CLE,43,0.494,0.41,35,26,43,0.462,0.405,34,22,0,1,1,1
PHI,LAC,45,0.5,0.345,32,35,33,0.465,0.529,35,13,19,1,1,1
PHX,MIN,38,0.442,0.368,31,20,44,0.524,0.353,32,11,14,0,3,0
ORL,CHI,35,0.412,0.318,36,18,35,0.455,0.318,38,8,12,1,3,0
DEN,UTA,35,0.461,0.385,36,28,35,0.412,0.318,32,17,12,2,2,1
WAS,BOS,48,0.571,0.45,35,21,38,0.452,0.303,24,17,0,2,2,1
TOR,SAS,38,0.452,0.24,35,10,38,0.447,0.292,30,4,13,0,2,0
CHI,ATL,43,0.457,0.296,29,18,43,0.518,0.567,33,12,7,1,3,0
BKN,MIA,35,0.438,0.371,29,20,40,0.482,0.478,34,18,10,0,3,0
BOS,HOU,47,0.516,0.344,36,33,36,0.468,0.323,24,13,11,1,1,1
CLE,SAC,40,0.488,0.395,34,29,43,0.453,0.355,36,10,10,1,1,0
POR,LAL,43,0.478,0.267,40,17,37,0.394,0.367,37,14,3,4,0,1
MIL,PHI,42,0.462,0.25,22,26,40,0.533,0.462,34,10,15,2,2,0
DAL,NYK,39,0.47,0.231,29,19,39,0.424,0.304,37,10,3,1,1,1
CHA,GSW,38,0.413,0.304,31,26,39,0.476,0.393,36,10,12,0,2,0
MEM,TOR,36,0.462,0.455,36,18,39,0.424,0.294,32,12,7,1,1,1
NOP,OKC,41,0.427,0.407,37,23,42,0.462,0.37,43,2,22,0,4,0
UTA,LAL,33,0.407,0.231,34,13,36,0.429,0.286,38,14,4,4,0,1
DEN,PHX,44,0.512,0.391,27,29,48,0.539,0.417,20,7,9,4,0,1
MIN,IND,36,0.444,0.37,28,27,42,0.519,0.556,38,4,11,1,1,0
OKC,DAL,37,0.514,0.409,36,13,38,0.452,0.423,28,16,7,2,1,1
PHI,HOU,42,0.538,0.4,26,29,42,0.519,0.387,35,5,13,0,2,0
CHI,MIA,33,0.423,0.231,34,19,41,0.461,0.375,33,3,20,2,1,0
NYK,CHA,46,0.479,0.333,37,22,40,0.444,0.351,38,11,8,2,1,1
BOS,ORL,50,0.562,0.471,40,39,38,0.437,0.36,31,40,2,3,0,1
CLE,BKN,49,0.533,0.361,38,26,43,0.494,0.485,33,23,2,3,0,1
